id	date_clean	channel	customer_type	voc_type	topic	urgency	content
120	2026-08-24	이메일	기타	일반 문의	PCF/LCA/탄소발자국	Low	오늘 오전 제품군이 192개인데 PCF를 하나씩 산정해야 하는지, 유사 제품은 묶어도 되는지 알고 싶습니다. 내부 회의에서도 논의된 사항입니다.
121	2026-06-27	이메일	OEM	불만	기타	Low	가이드 문서가 오래된 내용이라 최신 절차와 맞지 않아 혼란스럽습니다. 같은 팀 동료들도 함께 궁금해하고 있습니다.
122	2026-09-19	이메일	2차 협력사	기능 요청	Scope 3/공급망 데이터	Low	이번 시즌 협력사 133곳에 데이터 요청을 일괄로 발송하고 응답률을 추적하는 기능이 필요합니다. 관련 담당자와 공유했습니다.
123	2026-06-19	이메일	2차 협력사	기능 요청	플랫폼 오류/API/권한	Low	방금 전 ERP 연동 상태를 실시간으로 확인할 수 있는 모니터링 화면을 지원해주시면 좋겠습니다. 다음 보고 전까지 확인하려고 합니다.
124	2026-08-31	미팅메모	1차 협력사	불만	기타	Low	오늘 아침 온보딩 자료가 부족해서 신규 담당자가 적응하는 데 너무 불편합니다. 내부 회의에서도 논의된 사항입니다.
125	2026-08-04	미기재	OEM	기능 요청	CSRD 보고/공시	Medium	지난달 ESRS 이중 중요성 평가 템플릿을 플랫폼 내에서 제공해주시면 좋겠습니다.
126	2026-09-29	채널톡	2차 협력사	기능 요청	PCF/LCA/탄소발자국	Low	이번 주 PCF 산정 시 여러 LCA 데이터베이스를 비교해서 보여주는 기능을 지원해주시면 좋겠습니다. 내부 회의에서도 논의된 사항입니다.
127	2026-06-17	이메일	2차 협력사	일반 문의	보고서/대시보드	Low	분기별 보고서를 PDF 외 다른 형식으로도 받을 수 있는지 궁금합니다. 참고로 예전에도 비슷한 상황이 있었습니다.
128	2026-09-24	미팅메모	기타	불만	CSRD 보고/공시	High	지난달 이중 중요성 평가 결과가 저장 중 누락되는 오류가 반복되고 있습니다. 참고로 예전에도 비슷한 상황이 있었습니다.
129	2026-07-18	미기재	OEM	일반 문의	PCF/LCA/탄소발자국	Low	오늘 오전 제품탄소발자국(PCF) 산정에 국내 LCA 데이터베이스를 쓸 수 있는지 궁금합니다. 내부 회의에서도 논의된 사항입니다.
130	2026-09-15	이메일	2차 협력사	기능 요청	PCF/LCA/탄소발자국	Low	어제 제품별 탄소발자국 변화 추이를 비교하는 차트 기능이 필요합니다. 담당팀 회신을 기다리고 있습니다.
131	2026-09-22	미팅메모	1차 협력사	일반 문의	보고서/대시보드	Low	이번 시즌 대시보드에서 보여주는 배출량 데이터는 몇 시간 주기로 갱신되나요? 담당팀 회신을 기다리고 있습니다.
132	2026-09-12	이메일	1차 협력사	일반 문의	CBAM 신고/인증서	Medium	어제 CBAM 인증서 구매는 매년 언제까지 완료해야 하나요? 처음 신고라 절차가 헷갈립니다. 참고로 예전에도 비슷한 상황이 있었습니다.
133	2026-09-11	이메일	2차 협력사	일반 문의	계산 로직/데이터 신뢰성	Low	최근 계산 결과가 소수점 단위로 자주 바뀌는데 반영 주기가 어떻게 되는지 궁금합니다. 같은 팀 동료들도 함께 궁금해하고 있습니다.
134	2026-09-17	채널톡	OEM	칭찬	보고서/대시보드	Low	이번 주 보고서 커스터마이징 기능이 정말 좋았습니다. 다만 차트 색상도 회사 톤에 맞게 바꿀 수 있으면 좋겠습니다. 내부 회의에서도 논의된 사항입니다.
135	2026-09-07	채널톡	2차 협력사	불만	기타	Low	이번 주 가이드 문서가 오래된 내용이라 최신 절차와 맞지 않아 혼란스럽습니다. 참고로 예전에도 비슷한 상황이 있었습니다.
136	2026-08-22	이메일	2차 협력사	불만	Scope 3/공급망 데이터	Low	최근 협력사마다 응답률이 달라 데이터 간 불일치가 발생해 신뢰하기 어렵습니다. 다음 보고 전까지 확인하려고 합니다.
137	2026-09-05	미팅메모	1차 협력사	일반 문의	PCF/LCA/탄소발자국	Low	제품군이 230개인데 PCF를 하나씩 산정해야 하는지, 유사 제품은 묶어도 되는지 알고 싶습니다. 내부 회의에서도 논의된 사항입니다.
138	2026-07-20	채널톡	1차 협력사	일반 문의	계산 로직/데이터 신뢰성	Low	이번 달 초 배출량 계산에 적용되는 배출계수 기준이 어떤 버전인지 확인하고 싶습니다. 이번 주 안에 확인 가능한지 궁금합니다.
139	2026-07-21	채널톡	2차 협력사	기능 요청	플랫폼 오류/API/권한	Low	오늘 오전 ERP 연동 상태를 실시간으로 확인할 수 있는 모니터링 화면을 지원해주시면 좋겠습니다. 같은 팀 동료들도 함께 궁금해하고 있습니다.
140	2026-08-25	미팅메모	OEM	불만	계산 로직/데이터 신뢰성	High	어제 배출계수 업데이트가 반영이 안 됩니다. 계산 결과를 신뢰하기 어렵습니다. 내부 회의에서도 논의된 사항입니다.
141	2026-09-09	채널톡	기타	불만	계산 로직/데이터 신뢰성	Low	응답률이 낮은 데이터가 반영되면서 전체 계산값에 불일치가 생겼습니다. 관련 담당자와 공유했습니다.
142	2026-09-21	미팅메모	1차 협력사	기능 요청	플랫폼 오류/API/권한	Low	이번 달 초 담당자별로 접근 권한을 세분화해서 설정하는 기능이 필요합니다. 이번 주 안에 확인 가능한지 궁금합니다.
143	2026-07-29	미팅메모	2차 협력사	칭찬	보고서/대시보드	Low	최근 새로 추가된 대시보드 차트 덕분에 이사회 보고 준비 시간이 크게 줄었습니다. 감사합니다. 담당팀 회신을 기다리고 있습니다.
144	2026-09-28	채널톡	기타	기능 요청	CBAM 신고/인증서	Medium	최근 며칠간 CBAM 제출 양식을 자동으로 사전 검증해주는 기능을 추가해주세요. 내부 회의에서도 논의된 사항입니다.
145	2026-09-01	채널톡	1차 협력사	칭찬	보고서/대시보드	Low	오늘 오전 새로 추가된 대시보드 차트 덕분에 이사회 보고 준비 시간이 크게 줄었습니다. 감사합니다. 내부 회의에서도 논의된 사항입니다.
146	2026-07-13	채널톡	1차 협력사	일반 문의	플랫폼 오류/API/권한	Low	이번 시즌 권한이 있는 담당자만 데이터를 내보낼 수 있게 하려면 어떻게 설정하나요? 참고로 예전에도 비슷한 상황이 있었습니다.
147	2026-06-27	채널톡	1차 협력사	일반 문의	계산 로직/데이터 신뢰성	Low	오늘 오전 배출량 계산에 적용되는 배출계수 기준이 어떤 버전인지 확인하고 싶습니다. 담당팀 회신을 기다리고 있습니다.
148	2026-07-05	채널톡	기타	일반 문의	보고서/대시보드	Low	최근 며칠간 분기별 보고서를 PDF 외 다른 형식으로도 받을 수 있는지 궁금합니다. 같은 팀 동료들도 함께 궁금해하고 있습니다.
149	2026-07-10	미팅메모	1차 협력사	불만	계산 로직/데이터 신뢰성	Medium	최근 계산 결과가 외부 산정값과 차이가 납니다. 계산 근거를 공개해주시거나 설명해주세요. 같은 팀 동료들도 함께 궁금해하고 있습니다.
150	2026-09-21	이메일	2차 협력사	일반 문의	플랫폼 오류/API/권한	Low	ERP 연동 설정을 변경하려면 어떤 절차를 거쳐야 하나요? 이번 주 안에 확인 가능한지 궁금합니다.
151	2026-06-19	미팅메모	1차 협력사	기능 요청	CSRD 보고/공시	Medium	이번 주 이중 중요성 평가 방법론을 플랫폼 내에서 지원해줄 수 있나요? 외부 컨설팅 비용이 너무 많이 나옵니다.
152	2026-06-19	미기재	2차 협력사	일반 문의	CSRD 보고/공시	Medium	오늘 아침 이중 중요성 평가를 완료 기한 전까지 끝내야 하는데 절차가 어떻게 되나요? 담당팀 회신을 기다리고 있습니다.
153	2026-07-22	미팅메모	1차 협력사	불만	계산 로직/데이터 신뢰성	Medium	최근 계산 결과가 외부 산정값과 차이가 납니다. 계산 근거를 공개해주시거나 설명해주세요. 관련 담당자와 공유했습니다.
154	2026-07-27	이메일	기타	기능 요청	보고서/대시보드	Low	오늘 아침 대시보드에서 연도별 배출량 추이를 비교하는 차트가 있으면 좋겠습니다. 참고로 예전에도 비슷한 상황이 있었습니다.
155	2026-07-02	미팅메모	2차 협력사	기능 요청	플랫폼 오류/API/권한	Low	오늘 아침 ERP 연동 상태를 실시간으로 확인할 수 있는 모니터링 화면을 지원해주시면 좋겠습니다. 담당팀 회신을 기다리고 있습니다.
156	2026-07-05	채널톡	2차 협력사	불만	보고서/대시보드	High	이번 달 초 대시보드 데이터를 다운로드하려고 하면 절반 정도의 확률로 오류가 발생합니다. 이번 주 안에 확인 가능한지 궁금합니다.
157	2026-07-28	미팅메모	2차 협력사	불만	계산 로직/데이터 신뢰성	Medium	지난주 계산 결과가 외부 산정값과 차이가 납니다. 계산 근거를 공개해주시거나 설명해주세요. 이번 주 안에 확인 가능한지 궁금합니다.
158	2026-09-04	미팅메모	OEM	불만	Scope 3/공급망 데이터	Low	오늘 오전 협력사 122곳의 Scope 3 데이터를 일일이 손으로 입력해야 해서 너무 불편합니다. 다음 보고 전까지 확인하려고 합니다.
159	2026-09-08	이메일	기타	불만	CBAM 신고/인증서	High	이번 달 초 CBAM 제출 양식이 자꾸 반려됩니다. 양식 오류를 사전에 검증해주는 기능을 추가해주세요. 이번 주 안에 확인 가능한지 궁금합니다.
160	2026-06-15	이메일	1차 협력사	일반 문의	기타	Low	어제 탄소배출권 크레딧과 자체 감축 실적을 구분해서 보고해야 하는지 궁금합니다. 같은 팀 동료들도 함께 궁금해하고 있습니다.
161	2026-07-23	채널톡	2차 협력사	불만	기타	Low	어제 온보딩 자료가 부족해서 신규 담당자가 적응하는 데 너무 불편합니다.
162	2026-07-15	이메일	1차 협력사	일반 문의	PCF/LCA/탄소발자국	Low	최근 제품군이 98개인데 PCF를 하나씩 산정해야 하는지, 유사 제품은 묶어도 되는지 알고 싶습니다. 이번 주 안에 확인 가능한지 궁금합니다.
163	2026-08-18	미팅메모	기타	기능 요청	CSRD 보고/공시	Medium	오늘 아침 ESRS 이중 중요성 평가 템플릿을 플랫폼 내에서 제공해주시면 좋겠습니다. 같은 팀 동료들도 함께 궁금해하고 있습니다.
164	2026-09-04	미팅메모	1차 협력사	일반 문의	계산 로직/데이터 신뢰성	Low	방금 전 계산 결과가 소수점 단위로 자주 바뀌는데 반영 주기가 어떻게 되는지 궁금합니다. 관련 담당자와 공유했습니다.
165	2026-07-02	채널톡	2차 협력사	불만	계산 로직/데이터 신뢰성	High	이번 주 배출계수 업데이트가 반영이 안 됩니다. 계산 결과를 신뢰하기 어렵습니다.
166	2026-09-12	채널톡	2차 협력사	일반 문의	PCF/LCA/탄소발자국	Low	오늘 오전 제품군이 188개인데 PCF를 하나씩 산정해야 하는지, 유사 제품은 묶어도 되는지 알고 싶습니다. 다음 보고 전까지 확인하려고 합니다.
167	2026-07-12	미팅메모	2차 협력사	불만	CSRD 보고/공시	Medium	지난주 CSRD 공시 기준 해석이 매번 달라서 혼란스럽습니다. 공식 가이드가 필요합니다. 참고로 예전에도 비슷한 상황이 있었습니다.
168	2026-08-21	채널톡	OEM	일반 문의	CSRD 보고/공시	Medium	오늘 오전 CSRD 공시 항목 중 ESRS 기준으로 어떤 지표까지 포함해야 하는지 기준을 확인하고 싶습니다. 같은 팀 동료들도 함께 궁금해하고 있습니다.
169	2026-06-22	미팅메모	기타	칭찬	보고서/대시보드	Low	방금 전 보고서 커스터마이징 기능이 정말 좋았습니다. 다만 차트 색상도 회사 톤에 맞게 바꿀 수 있으면 좋겠습니다. 같은 팀 동료들도 함께 궁금해하고 있습니다.
170	2026-07-06	이메일	2차 협력사	불만	Scope 3/공급망 데이터	Low	오늘 아침 협력사마다 응답률이 달라 데이터 간 불일치가 발생해 신뢰하기 어렵습니다.
171	2026-08-28	채널톡	기타	불만	계산 로직/데이터 신뢰성	Medium	어제 이번 달 계산 결과가 외부 전문기관 산정값과 19% 이상 차이가 납니다. 계산이 틀린 것 같습니다. 관련 담당자와 공유했습니다.
172	2026-07-01	채널톡	2차 협력사	일반 문의	PCF/LCA/탄소발자국	Low	이번 주 제품군이 41개인데 PCF를 하나씩 산정해야 하는지, 유사 제품은 묶어도 되는지 알고 싶습니다. 내부 회의에서도 논의된 사항입니다.
173	2026-09-26	이메일	1차 협력사	불만	계산 로직/데이터 신뢰성	High	이번 시즌 배출계수 업데이트가 반영이 안 됩니다. 계산 결과를 신뢰하기 어렵습니다. 담당팀 회신을 기다리고 있습니다.
174	2026-07-12	채널톡	1차 협력사	불만	CSRD 보고/공시	High	지난주 이중 중요성 평가 결과가 저장 중 누락되는 오류가 반복되고 있습니다. 같은 팀 동료들도 함께 궁금해하고 있습니다.
175	2026-06-22	미팅메모	1차 협력사	불만	CBAM 신고/인증서	Medium	오늘 오전 인증서 구매 절차가 너무 복잡해서 담당자가 매번 혼란스러워합니다. 담당팀 회신을 기다리고 있습니다.
176	2026-08-06	이메일	1차 협력사	칭찬	계산 로직/데이터 신뢰성	Medium	최근 계산 근거를 투명하게 공개해주셔서 내부 감사 대응이 한결 수월해졌습니다. 감사합니다. 같은 팀 동료들도 함께 궁금해하고 있습니다.
177	2026-08-07	이메일	기타	기능 요청	Scope 3/공급망 데이터	Low	최근 며칠간 협력사 135곳에 데이터 요청을 일괄로 발송하고 응답률을 추적하는 기능이 필요합니다. 이번 주 안에 확인 가능한지 궁금합니다.
178	2026-08-02	이메일	2차 협력사	일반 문의	기타	Low	오늘 아침 담당자 교육 자료를 어디서 받을 수 있는지 확인하고 싶습니다. 관련 담당자와 공유했습니다.
179	2026-09-06	미팅메모	1차 협력사	일반 문의	Scope 3/공급망 데이터	Low	지난주 협력사 38곳의 응답률이 낮은데, 독촉 외에 다른 방법이 있는지 궁금합니다. 다음 보고 전까지 확인하려고 합니다.
180	2026-07-01	채널톡	1차 협력사	일반 문의	CSRD 보고/공시	Medium	오늘 아침 이중 중요성 평가를 완료 기한 전까지 끝내야 하는데 절차가 어떻게 되나요? 내부 회의에서도 논의된 사항입니다.
181	2026-07-23	채널톡	OEM	일반 문의	플랫폼 오류/API/권한	Low	계정 담당자가 바뀌었는데 권한을 이전하는 절차가 어떻게 되는지 궁금합니다. 관련 담당자와 공유했습니다.
182	2026-07-14	이메일	2차 협력사	불만	Scope 3/공급망 데이터	High	이번 주 공급망 데이터 업로드 중 절반 가까이 누락되는 오류가 발생했습니다. 참고로 예전에도 비슷한 상황이 있었습니다.
183	2026-09-15	미팅메모	1차 협력사	일반 문의	CSRD 보고/공시	Medium	이번 시즌 제3자 검증(Limited Assurance)은 어느 기관에 맡겨야 하는지 방법을 알고 싶습니다. 관련 담당자와 공유했습니다.
184	2026-06-17	이메일	1차 협력사	불만	보고서/대시보드	High	이번 시즌 대시보드 데이터를 다운로드하려고 하면 절반 정도의 확률로 오류가 발생합니다.
185	2026-09-09	채널톡	1차 협력사	칭찬	계산 로직/데이터 신뢰성	Medium	지난달 계산 근거를 투명하게 공개해주셔서 내부 감사 대응이 한결 수월해졌습니다. 감사합니다. 참고로 예전에도 비슷한 상황이 있었습니다.
186	2026-07-14	채널톡	OEM	칭찬	PCF/LCA/탄소발자국	Low	지난주 LCA 데이터베이스 추천 덕분에 산정 시간이 크게 줄었습니다. 감사합니다. 관련 담당자와 공유했습니다.
187	2026-07-22	이메일	기타	일반 문의	CSRD 보고/공시	Medium	이번 달 초 이중 중요성 평가를 완료 기한 전까지 끝내야 하는데 절차가 어떻게 되나요?
188	2026-09-21	채널톡	2차 협력사	기능 요청	계산 로직/데이터 신뢰성	Low	방금 전 외부 산정값과 자체 계산값을 나란히 비교해주는 기능이 있으면 좋겠습니다. 담당팀 회신을 기다리고 있습니다.
189	2026-09-07	채널톡	2차 협력사	일반 문의	보고서/대시보드	Low	오늘 아침 대시보드에서 보여주는 배출량 데이터는 몇 시간 주기로 갱신되나요? 이번 주 안에 확인 가능한지 궁금합니다.
190	2026-08-29	미팅메모	기타	일반 문의	Scope 3/공급망 데이터	Low	이번 주 협력사 127곳의 응답률이 낮은데, 독촉 외에 다른 방법이 있는지 궁금합니다.
191	2026-08-17	이메일	2차 협력사	일반 문의	플랫폼 오류/API/권한	Low	방금 전 계정 담당자가 바뀌었는데 권한을 이전하는 절차가 어떻게 되는지 궁금합니다. 이번 주 안에 확인 가능한지 궁금합니다.
192	2026-08-21	이메일	2차 협력사	일반 문의	Scope 3/공급망 데이터	Low	지난달 협력사 56곳의 응답률이 낮은데, 독촉 외에 다른 방법이 있는지 궁금합니다. 이번 주 안에 확인 가능한지 궁금합니다.
193	2026-09-19	채널톡	1차 협력사	일반 문의	계산 로직/데이터 신뢰성	Low	최근 계산 결과가 소수점 단위로 자주 바뀌는데 반영 주기가 어떻게 되는지 궁금합니다. 참고로 예전에도 비슷한 상황이 있었습니다.
194	2026-07-03	미팅메모	기타	기능 요청	CSRD 보고/공시	Medium	이번 주 ESRS 이중 중요성 평가 템플릿을 플랫폼 내에서 제공해주시면 좋겠습니다. 담당팀 회신을 기다리고 있습니다.
195	2026-08-25	채널톡	2차 협력사	일반 문의	CBAM 신고/인증서	Medium	CBAM 인증서 구매는 매년 언제까지 완료해야 하나요? 처음 신고라 절차가 헷갈립니다.
196	2026-06-25	미팅메모	OEM	일반 문의	보고서/대시보드	Low	이번 달 초 대시보드에서 보여주는 배출량 데이터는 몇 시간 주기로 갱신되나요? 관련 담당자와 공유했습니다.
197	2026-07-09	이메일	2차 협력사	불만	플랫폼 오류/API/권한	High	오늘 오전 로그인이 안 됩니다. 비밀번호를 재설정해도 계속 안 되고 있어 업무가 마비됐습니다.
198	2026-06-24	이메일	OEM	일반 문의	계산 로직/데이터 신뢰성	Low	오늘 오전 배출량 계산에 적용되는 배출계수 기준이 어떤 버전인지 확인하고 싶습니다. 같은 팀 동료들도 함께 궁금해하고 있습니다.
199	2026-08-15	이메일	기타	일반 문의	기타	Low	최근 며칠간 친환경 경영 로드맵 수립 시 참고할 만한 공개 가이드가 있는지 궁금합니다. 참고로 예전에도 비슷한 상황이 있었습니다.
200	2026-07-12	미팅메모	기타	기능 요청	계산 로직/데이터 신뢰성	Low	최근 외부 산정값과 자체 계산값을 나란히 비교해주는 기능이 있으면 좋겠습니다. 같은 팀 동료들도 함께 궁금해하고 있습니다.
201	2026-08-15	미팅메모	2차 협력사	기능 요청	PCF/LCA/탄소발자국	Low	오늘 오전 PCF 산정 시 여러 LCA 데이터베이스를 비교해서 보여주는 기능을 지원해주시면 좋겠습니다. 내부 회의에서도 논의된 사항입니다.
202	2026-07-15	채널톡	OEM	일반 문의	PCF/LCA/탄소발자국	Low	지난주 제품탄소발자국(PCF) 산정에 국내 LCA 데이터베이스를 쓸 수 있는지 궁금합니다.
203	2026-07-30	이메일	2차 협력사	일반 문의	PCF/LCA/탄소발자국	Low	이번 시즌 제품탄소발자국(PCF) 산정에 국내 LCA 데이터베이스를 쓸 수 있는지 궁금합니다. 이번 주 안에 확인 가능한지 궁금합니다.
204	2026-09-25	미기재	2차 협력사	칭찬	Scope 3/공급망 데이터	Low	어제 협력사 데이터 수집이 자동화된 이후로 담당자 업무 시간이 절반 가까이 줄었습니다. 만족스럽습니다.
205	2026-08-01	이메일	1차 협력사	칭찬	보고서/대시보드	Low	지난달 보고서 커스터마이징 기능이 정말 좋았습니다. 다만 차트 색상도 회사 톤에 맞게 바꿀 수 있으면 좋겠습니다. 내부 회의에서도 논의된 사항입니다.
206	2026-06-17	이메일	기타	일반 문의	CSRD 보고/공시	Medium	오늘 오전 이중 중요성 평가를 완료 기한 전까지 끝내야 하는데 절차가 어떻게 되나요? 같은 팀 동료들도 함께 궁금해하고 있습니다.
207	2026-07-04	이메일	1차 협력사	기능 요청	Scope 3/공급망 데이터	Low	방금 전 협력사 데이터 요청 템플릿을 제공해주실 수 있나요? 협력사들이 서식이 없어 협조를 어려워합니다. 이번 주 안에 확인 가능한지 궁금합니다.
208	2026-08-24	채널톡	2차 협력사	기능 요청	CBAM 신고/인증서	Medium	오늘 오전 CBAM 인증서 구매 비용을 자동으로 추산해주는 계산기 기능이 있으면 좋겠습니다. 담당팀 회신을 기다리고 있습니다.
209	2026-09-15	채널톡	2차 협력사	기능 요청	보고서/대시보드	Low	오늘 아침 보고서를 정해진 주기로 자동 생성해서 담당자 메일로 보내주는 기능이 필요합니다. 참고로 예전에도 비슷한 상황이 있었습니다.
210	2026-07-06	이메일	2차 협력사	일반 문의	Scope 3/공급망 데이터	Low	Scope 3 카테고리 중 물류 배출량은 어떤 방식으로 산정하는 것이 맞는지 확인하고 싶습니다. 담당팀 회신을 기다리고 있습니다.
211	2026-09-05	미기재	2차 협력사	칭찬	보고서/대시보드	Low	보고서 커스터마이징 기능이 정말 좋았습니다. 다만 차트 색상도 회사 톤에 맞게 바꿀 수 있으면 좋겠습니다.
212	2026-09-27	채널톡	OEM	불만	계산 로직/데이터 신뢰성	High	배출계수 업데이트가 반영이 안 됩니다. 계산 결과를 신뢰하기 어렵습니다. 내부 회의에서도 논의된 사항입니다.
213	2026-07-14	이메일	1차 협력사	기능 요청	PCF/LCA/탄소발자국	Low	제품별 탄소발자국 변화 추이를 비교하는 차트 기능이 필요합니다. 같은 팀 동료들도 함께 궁금해하고 있습니다.
214	2026-06-22	채널톡	2차 협력사	기능 요청	보고서/대시보드	Low	보고서 템플릿을 회사 양식에 맞게 커스터마이징하는 기능을 추가해주세요. 이번 주 안에 확인 가능한지 궁금합니다.
215	2026-08-16	이메일	2차 협력사	일반 문의	CSRD 보고/공시	Medium	제3자 검증(Limited Assurance)은 어느 기관에 맡겨야 하는지 방법을 알고 싶습니다. 내부 회의에서도 논의된 사항입니다.
216	2026-09-15	이메일	기타	기능 요청	CSRD 보고/공시	Medium	지난주 제3자 검증 기관에 바로 데이터를 전달할 수 있는 내보내기 기능을 추가해주세요. 다음 보고 전까지 확인하려고 합니다.
217	2026-09-09	채널톡	기타	칭찬	계산 로직/데이터 신뢰성	Medium	이번 주 계산 근거를 투명하게 공개해주셔서 내부 감사 대응이 한결 수월해졌습니다. 감사합니다. 담당팀 회신을 기다리고 있습니다.
218	2026-08-21	이메일	1차 협력사	일반 문의	Scope 3/공급망 데이터	Low	오늘 오전 Scope 3 카테고리 중 물류 배출량은 어떤 방식으로 산정하는 것이 맞는지 확인하고 싶습니다. 다음 보고 전까지 확인하려고 합니다.
219	2026-07-19	미팅메모	1차 협력사	불만	계산 로직/데이터 신뢰성	Medium	어제 이번 달 계산 결과가 외부 전문기관 산정값과 15% 이상 차이가 납니다. 계산이 틀린 것 같습니다. 같은 팀 동료들도 함께 궁금해하고 있습니다.
220	2026-07-16	미기재	1차 협력사	불만	계산 로직/데이터 신뢰성	High	배출계수 업데이트가 반영이 안 됩니다. 계산 결과를 신뢰하기 어렵습니다.
221	2026-09-06	미기재	2차 협력사	일반 문의	플랫폼 오류/API/권한	Low	최근 ERP 연동 설정을 변경하려면 어떤 절차를 거쳐야 하나요? 같은 팀 동료들도 함께 궁금해하고 있습니다.
222	2026-08-02	채널톡	1차 협력사	불만	Scope 3/공급망 데이터	High	오늘 오전 공급망 데이터 업로드 중 절반 가까이 누락되는 오류가 발생했습니다. 내부 회의에서도 논의된 사항입니다.
223	2026-08-17	미팅메모	2차 협력사	일반 문의	기타	Low	오늘 오전 담당자 교육 자료를 어디서 받을 수 있는지 확인하고 싶습니다. 이번 주 안에 확인 가능한지 궁금합니다.
224	2026-06-27	미팅메모	기타	불만	보고서/대시보드	Low	오늘 오전 보고서 커스터마이징 옵션이 너무 제한적이어서 회사 양식에 맞추기 어렵습니다.
225	2026-09-11	미팅메모	2차 협력사	일반 문의	플랫폼 오류/API/권한	Low	이번 달 초 계정 담당자가 바뀌었는데 권한을 이전하는 절차가 어떻게 되는지 궁금합니다. 관련 담당자와 공유했습니다.
226	2026-07-20	미팅메모	2차 협력사	기능 요청	PCF/LCA/탄소발자국	Low	이번 시즌 제품별 탄소발자국 변화 추이를 비교하는 차트 기능이 필요합니다.
227	2026-07-25	이메일	1차 협력사	기능 요청	Scope 3/공급망 데이터	Low	최근 며칠간 Scope 3 데이터 입력 양식을 협력사가 스스로 채울 수 있는 셀프서비스 화면을 추가해주세요. 담당팀 회신을 기다리고 있습니다.
229	2026-09-29	미팅메모	2차 협력사	일반 문의	Scope 3/공급망 데이터	Low	이번 주 Scope 3 카테고리 중 물류 배출량은 어떤 방식으로 산정하는 것이 맞는지 확인하고 싶습니다.
230	2026-09-17	이메일	기타	일반 문의	PCF/LCA/탄소발자국	Low	최근 제품군이 67개인데 PCF를 하나씩 산정해야 하는지, 유사 제품은 묶어도 되는지 알고 싶습니다. 참고로 예전에도 비슷한 상황이 있었습니다.
231	2026-07-29	이메일	2차 협력사	불만	Scope 3/공급망 데이터	Low	최근 협력사마다 응답률이 달라 데이터 간 불일치가 발생해 신뢰하기 어렵습니다. 이번 주 안에 확인 가능한지 궁금합니다.
232	2026-09-21	채널톡	2차 협력사	불만	계산 로직/데이터 신뢰성	Medium	이번 주 이번 달 계산 결과가 외부 전문기관 산정값과 26% 이상 차이가 납니다. 계산이 틀린 것 같습니다. 이번 주 안에 확인 가능한지 궁금합니다.
233	2026-09-04	이메일	기타	기능 요청	Scope 3/공급망 데이터	Low	협력사 데이터 요청 템플릿을 제공해주실 수 있나요? 협력사들이 서식이 없어 협조를 어려워합니다. 참고로 예전에도 비슷한 상황이 있었습니다.
234	2026-08-02	채널톡	2차 협력사	일반 문의	보고서/대시보드	Low	지난달 분기별 보고서를 PDF 외 다른 형식으로도 받을 수 있는지 궁금합니다. 참고로 예전에도 비슷한 상황이 있었습니다.
235	2026-09-02	이메일	1차 협력사	기능 요청	보고서/대시보드	Low	지난달 대시보드에서 연도별 배출량 추이를 비교하는 차트가 있으면 좋겠습니다. 같은 팀 동료들도 함께 궁금해하고 있습니다.
236	2026-08-02	채널톡	2차 협력사	일반 문의	기타	Low	탄소배출권 크레딧과 자체 감축 실적을 구분해서 보고해야 하는지 궁금합니다. 같은 팀 동료들도 함께 궁금해하고 있습니다.
237	2026-06-28	이메일	기타	기능 요청	기타	Low	최근 며칠간 신규 담당자를 위한 온보딩 가이드를 플랫폼 내에서 바로 볼 수 있게 지원해주시면 좋겠습니다. 다음 보고 전까지 확인하려고 합니다.
238	2026-06-28	이메일	1차 협력사	칭찬	플랫폼 오류/API/권한	Low	오늘 오전 API 연동 모니터링 기능 덕분에 문제를 빠르게 발견해 도움이 많이 되었습니다. 재시도 로직도 추가해주시면 완벽할 것 같습니다. 참고로 예전에도 비슷한 상황이 있었습니다.
239	2026-08-06	이메일	1차 협력사	불만	플랫폼 오류/API/권한	High	최근 며칠간 로그인이 안 됩니다. 비밀번호를 재설정해도 계속 안 되고 있어 업무가 마비됐습니다. 이번 주 안에 확인 가능한지 궁금합니다.